id,sinav_turu,yil,konu,alt_konu,soru_tipi,zorluk,soru_metin,secenek_A,secenek_B,secenek_C,secenek_D,secenek_E,dogru_cevap,kaynak_turu,gorsel_bagimli,text_input,stratify_col
418,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Orta,√32 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç 20 ile 30 arasında bir doğal sayı olur?,√2,√8,√18,√24,,C,MEB,yok,"[SORU] √32 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç 20 ile 30 arasında bir doğal sayı olur?
[A] √2
[B] √8
[C] √18
[D] √24",Problem Çözme_Problem
43,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,(⁶√6 − ⁴√5) · (⁶√6 + ⁴√5) · (√6 + √5) işleminin sonucu kaçtır?,1,⁶√2,⁶√3,√2,2,A,Örnek,bagimli,"[SORU] (⁶√6 − ⁴√5) · (⁶√6 + ⁴√5) · (√6 + √5) işleminin sonucu kaçtır?
[A] 1
[B] ⁶√2
[C] ⁶√3
[D] √2
[E] 2
[GÖRSEL] Bu soru görsele bağlıdır.",Üslü ve Köklü İfadeler_Hesaplama
510,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Kolay,Bir yüzünün alanı 50 cm² olan kare biçimindeki kartondan şekildeki gibi bir kenarı √2 cm olan bir dikdörtgen kesikli çizgiler boyunca kesilip atılıyor. Buna göre geriye kalan parçanın bir yüzünün alanı kaç santimetrekaredir?,42,40,25√2,20√2,,B,MEB,bagimli,"[SORU] Bir yüzünün alanı 50 cm² olan kare biçimindeki kartondan şekildeki gibi bir kenarı √2 cm olan bir dikdörtgen kesikli çizgiler boyunca kesilip atılıyor. Buna göre geriye kalan parçanın bir yüzünün alanı kaç santimetrekaredir?
[A] 42
[B] 40
[C] 25√2
[D] 20√2
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
392,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,"(√1,44)/(√0,09 + √0,81) − 1/√0,01 işleminin sonucu kaçtır?",-11,-9,9,11,,B,Kitap,yok,"[SORU] (√1,44)/(√0,09 + √0,81) − 1/√0,01 işleminin sonucu kaçtır?
[A] -11
[B] -9
[C] 9
[D] 11",İşlem ve Sadeleştirme_Hesaplama
94,LGS,2022,Kareköklü İfadeler,Yaklaşık Değer,Problem,Orta,"Uğur Öğretmen, 2 birim kare ile oluşturulan şeklin alanının 1 birim kareye yakın olduğundan √2 nin değerinin √1=1 e daha yakın olduğunu, 3, 5, 6 birim karelerin 4 e yakın olduğundan √5 ve √6 nın √4=2 ye yakın olduğunu söylemiştir. Buna göre öğrencilerin karekökünün en yakın olduğu doğal sayı 3 olan kaç farklı şekil çizmesi gerekir?",3,11,7,9,5,E,MEB,destekleyici,"[SORU] Uğur Öğretmen, 2 birim kare ile oluşturulan şeklin alanının 1 birim kareye yakın olduğundan √2 nin değerinin √1=1 e daha yakın olduğunu, 3, 5, 6 birim karelerin 4 e yakın olduğundan √5 ve √6 nın √4=2 ye yakın olduğunu söylemiştir. Buna göre öğrencilerin karekökünün en yakın olduğu doğal sayı 3 olan kaç farklı şekil çizmesi gerekir?
[A] 3
[B] 11
[C] 7
[D] 9
[E] 5",Yaklaşık Değer_Problem
589,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Yorum,Orta,"Tahtada 'İki farklı irrasyonel sayının çarpımı bir rasyonel sayı olabilir' yazıyor. Öğrenciler örnek veriyor (Kerem, Doruk, Tunahan, Eylül). Hangisininki uygun değildir? (Örn: Eylül 2√3 ile √72 demiş)",Kerem,Doruk,Tunahan,Eylül,,D,MEB,yok,"[SORU] Tahtada 'İki farklı irrasyonel sayının çarpımı bir rasyonel sayı olabilir' yazıyor. Öğrenciler örnek veriyor (Kerem, Doruk, Tunahan, Eylül). Hangisininki uygun değildir? (Örn: Eylül 2√3 ile √72 demiş)
[A] Kerem
[B] Doruk
[C] Tunahan
[D] Eylül",Üslü ve Köklü İfadeler_Yorum
541,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,"Kareli kağıtta A,B,C,D noktaları var. Kağıt katlanıyor, E ve F noktaları oluşuyor. |EF| = √242 cm ise |CD| arası uzaklık kaç cm'dir?",11√2 / 2,7√2,21√2 / 2,14√2,,D,MEB,bagimli,"[SORU] Kareli kağıtta A,B,C,D noktaları var. Kağıt katlanıyor, E ve F noktaları oluşuyor. |EF| = √242 cm ise |CD| arası uzaklık kaç cm'dir?
[A] 11√2 / 2
[B] 7√2
[C] 21√2 / 2
[D] 14√2
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
287,LGS,2025,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,³√(10 − √2) · ³√(10 + √2) işlemi kaça eşittir?,1,√2,2,√5,√10,C,Kitap,yok,"[SORU] ³√(10 − √2) · ³√(10 + √2) işlemi kaça eşittir?
[A] 1
[B] √2
[C] 2
[D] √5
[E] √10",Üslü ve Köklü İfadeler_Hesaplama
693,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Zor,√300 = m√n verilen eşitlikte m asal sayıdır. Buna göre n'nin alabileceği doğal sayı değerlerinin toplamı kaçtır?,33,42,87,90,,C,MEB,yok,"[SORU] √300 = m√n verilen eşitlikte m asal sayıdır. Buna göre n'nin alabileceği doğal sayı değerlerinin toplamı kaçtır?
[A] 33
[B] 42
[C] 87
[D] 90",İşlem ve Sadeleştirme_Hesaplama
634,LGS,2019,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Bir dikdörtgenin kenarları √12 cm ve √27 cm’dir. Alanı kaç cm²’dir?,18,6√6,36,9√3,,A,MEB,yok,"[SORU] Bir dikdörtgenin kenarları √12 cm ve √27 cm’dir. Alanı kaç cm²’dir?
[A] 18
[B] 6√6
[C] 36
[D] 9√3",Alan ve Geometri_Yorum
78,LGS,2020,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Orta,"0 < x < 1 olmak üzere a=⁵√(x^4), b=⁴√(x^3), c=¹⁰√(x^7). Buna göre aşağıdaki sıralamalardan hangisi doğrudur?",b < a < c,a < c < b,a < b < c,c < a < b,b < c < a,C,Kitap,yok,"[SORU] 0 < x < 1 olmak üzere a=⁵√(x^4), b=⁴√(x^3), c=¹⁰√(x^7). Buna göre aşağıdaki sıralamalardan hangisi doğrudur?
[A] b < a < c
[B] a < c < b
[C] a < b < c
[D] c < a < b
[E] b < c < a",Karşılaştırma ve Sıralama_Yorum
643,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Yorum,Orta,√72 + √8 işleminin sonucu kaçtır?,√80,10√2,6√2,8√2,,B,MEB,yok,"[SORU] √72 + √8 işleminin sonucu kaçtır?
[A] √80
[B] 10√2
[C] 6√2
[D] 8√2",İşlem ve Sadeleştirme_Yorum
591,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,"Doruk, ayrıtlarının uzunlukları √20 cm, √20 cm ve 0,2 cm olan prizma biçimindeki 15 taşı aralarında eşit mesafe olacak şekilde aşağıdaki gibi aynı hizada birbirine paralel dizmiştir. Ardışık taşlar arasındaki uzaklık bir tam sayı eşit olduğuna göre A ile B noktaları arasındaki uzaklık en fazla kaç santimetre olur?",57,59,61,63,,B,MEB,bagimli,"[SORU] Doruk, ayrıtlarının uzunlukları √20 cm, √20 cm ve 0,2 cm olan prizma biçimindeki 15 taşı aralarında eşit mesafe olacak şekilde aşağıdaki gibi aynı hizada birbirine paralel dizmiştir. Ardışık taşlar arasındaki uzaklık bir tam sayı eşit olduğuna göre A ile B noktaları arasındaki uzaklık en fazla kaç santimetre olur?
[A] 57
[B] 59
[C] 61
[D] 63
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Yorum
579,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Kolay,Tabure yüksekliği her turda √3 cm artmaktadır. En çok kaç tam tur döner?,6,7,8,9,,C,MEB,bagimli,"[SORU] Tabure yüksekliği her turda √3 cm artmaktadır. En çok kaç tam tur döner?
[A] 6
[B] 7
[C] 8
[D] 9
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
421,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Kolay,Alanı 108 cm² olan karesel bölgenin çevresinin uzunluğu kaç santimetredir?,12√3,18√3,24√3,28√2,,C,MEB,yok,"[SORU] Alanı 108 cm² olan karesel bölgenin çevresinin uzunluğu kaç santimetredir?
[A] 12√3
[B] 18√3
[C] 24√3
[D] 28√2",Alan ve Geometri_Problem
281,LGS,2024,Kareköklü ifadeler,Yaklaşık Değer,Problem,Orta,"Bir televizyonun ses seviyesi ile ses göstergesi arasındaki ilişki verilmiştir. Bu ilişkide, ses seviyesini gösteren sayı tam kare ise karekök değeri, tam kare değil ise karekök değerinin en yakın olduğu doğal sayı değeri, hoparlör sembolünün yanındaki çizgi sayısı ile gösterilmektedir. Bu televizyonun ses göstergesi hoparlör sembolünün yanında 3 çizgi iken, ses seviyesi en fazla kaçtır?",10,11,12,13,-,C,MEB,bagimli,"[SORU] Bir televizyonun ses seviyesi ile ses göstergesi arasındaki ilişki verilmiştir. Bu ilişkide, ses seviyesini gösteren sayı tam kare ise karekök değeri, tam kare değil ise karekök değerinin en yakın olduğu doğal sayı değeri, hoparlör sembolünün yanındaki çizgi sayısı ile gösterilmektedir. Bu televizyonun ses göstergesi hoparlör sembolünün yanında 3 çizgi iken, ses seviyesi en fazla kaçtır?
[A] 10
[B] 11
[C] 12
[D] 13
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Yaklaşık Değer_Problem
633,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Yorum,Orta,2⁴ · 2² işleminin kareköklü biçimde yazılışı aşağıdakilerden hangisidir?,√64,√32,√16,√8,,A,MEB,bagimli,"[SORU] 2⁴ · 2² işleminin kareköklü biçimde yazılışı aşağıdakilerden hangisidir?
[A] √64
[B] √32
[C] √16
[D] √8
[GÖRSEL] Bu soru görsele bağlıdır.",Üslü ve Köklü İfadeler_Yorum
159,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Kolay,"Ağacın tepesi 4m, ilk dalı 3m. Kuşun konduğu dalın yüksekliği hangisi olabilir?",√5,√7,√14,√18,√6,C,Kitap,destekleyici,"[SORU] Ağacın tepesi 4m, ilk dalı 3m. Kuşun konduğu dalın yüksekliği hangisi olabilir?
[A] √5
[B] √7
[C] √14
[D] √18
[E] √6",Yaklaşık Değer_Yorum
219,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Kolay,Yukarıda √72 birim uzunluğunda bir yolun başının ve sonunun belli bir kısmı çizilmiştir. Bu yola ³√(2√2) birim mesafede bir aydınlatma direkleri koymak istersek kaç tane aydınlatma direğine ihtiyacımız olur? (Direklerin genişliği dikkate alınmayacak),6,7,8,9,10,B,Kitap,destekleyici,"[SORU] Yukarıda √72 birim uzunluğunda bir yolun başının ve sonunun belli bir kısmı çizilmiştir. Bu yola ³√(2√2) birim mesafede bir aydınlatma direkleri koymak istersek kaç tane aydınlatma direğine ihtiyacımız olur? (Direklerin genişliği dikkate alınmayacak)
[A] 6
[B] 7
[C] 8
[D] 9
[E] 10",Problem Çözme_Problem
156,LGS,2025,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Kolay,"a=√3, b=³√5, c=⁶√26 ise a,b,c nin sıralanışı nasıldır?",a<c<b,b<a<c,c<a<b,b<c<a,a<b<c,C,Kitap,yok,"[SORU] a=√3, b=³√5, c=⁶√26 ise a,b,c nin sıralanışı nasıldır?
[A] a<c<b
[B] b<a<c
[C] c<a<b
[D] b<c<a
[E] a<b<c",Karşılaştırma ve Sıralama_Yorum
27,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,A sayısı tüm pozitif rakamların kareköklerinin çarpımına eşittir. A·√x ifadesinin rasyonel olması için x'in alabileceği en küçük tam sayı nedir?,15,35,70,105,140,C,Deneme,yok,"[SORU] A sayısı tüm pozitif rakamların kareköklerinin çarpımına eşittir. A·√x ifadesinin rasyonel olması için x'in alabileceği en küçük tam sayı nedir?
[A] 15
[B] 35
[C] 70
[D] 105
[E] 140",Üslü ve Köklü İfadeler_Hesaplama
547,LGS,2025,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Zor,Kartlarla yapılan çarpma işlemlerinde sonuçlar verilmiştir. x sayısı 8 ile 9 arasındadır. Buna göre x'i elde etmek için kullanılan kart hangisidir?,√6,√2,√3,2,,D,MEB,destekleyici,"[SORU] Kartlarla yapılan çarpma işlemlerinde sonuçlar verilmiştir. x sayısı 8 ile 9 arasındadır. Buna göre x'i elde etmek için kullanılan kart hangisidir?
[A] √6
[B] √2
[C] √3
[D] 2",Algoritmik / Mantıksal Problemler_Problem
38,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,√2 · (√5 + √3) · √(4 − √15) işleminin sonucu kaçtır?,1,√2,2,√3,√5,B,Kitap,yok,"[SORU] √2 · (√5 + √3) · √(4 − √15) işleminin sonucu kaçtır?
[A] 1
[B] √2
[C] 2
[D] √3
[E] √5",Üslü ve Köklü İfadeler_Hesaplama
380,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,Yukarıdaki şekilde alanı 108 cm² olan karenin içerisinden alanları 27 cm² ve 12 cm² olan kareler çıkarılmıştır. Buna göre şeklin çevresi kaç santimetredir?,24√3,30√3,34√3,44√3,,C,Deneme,bagimli,"[SORU] Yukarıdaki şekilde alanı 108 cm² olan karenin içerisinden alanları 27 cm² ve 12 cm² olan kareler çıkarılmıştır. Buna göre şeklin çevresi kaç santimetredir?
[A] 24√3
[B] 30√3
[C] 34√3
[D] 44√3
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
395,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Kolay,"0,7 devirli ondalık gösteriminin rasyonel sayı olarak ifadesi aşağıdakilerden hangisidir?",7/10,7/9,14/9,7/3,,B,Örnek,yok,"[SORU] 0,7 devirli ondalık gösteriminin rasyonel sayı olarak ifadesi aşağıdakilerden hangisidir?
[A] 7/10
[B] 7/9
[C] 14/9
[D] 7/3",Tam Sayı / Özel Tanımlar_Hesaplama
337,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,a² = 16 ve b² = 25 olduğuna göre a − b işleminin sonucu en az kaçtır?,-9,-1,1,9,,A,Kitap,yok,"[SORU] a² = 16 ve b² = 25 olduğuna göre a − b işleminin sonucu en az kaçtır?
[A] -9
[B] -1
[C] 1
[D] 9",İşlem ve Sadeleştirme_Hesaplama
605,LGS,2024,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,"Bir televizyonun ses seviyesi ile ses göstergesi arasındaki ilişki verilmiştir. Ses seviyesi tam kare ise karekök değeri, değilse en yakın doğal sayı gösterilmektedir. Buna göre ses seviyesi en fazla kaçtır?",10,11,12,13,,C,MEB,bagimli,"[SORU] Bir televizyonun ses seviyesi ile ses göstergesi arasındaki ilişki verilmiştir. Ses seviyesi tam kare ise karekök değeri, değilse en yakın doğal sayı gösterilmektedir. Buna göre ses seviyesi en fazla kaçtır?
[A] 10
[B] 11
[C] 12
[D] 13
[GÖRSEL] Bu soru görsele bağlıdır.",Yaklaşık Değer_Yorum
142,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,"a ve b 1 den büyük doğal sayılar olmak üzere, ⁴√80 = a . ⁴√b ise a+b toplamı kaçtır?",3,4,5,7,8,D,Kitap,yok,"[SORU] a ve b 1 den büyük doğal sayılar olmak üzere, ⁴√80 = a . ⁴√b ise a+b toplamı kaçtır?
[A] 3
[B] 4
[C] 5
[D] 7
[E] 8",Üslü ve Köklü İfadeler_Hesaplama
449,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Orta,Aşağıdaki çarpma işlemlerinden hangisinin sonucu bir tam kare sayı değildir?,12×48,50×18,24×54,75×15,,D,MEB,yok,"[SORU] Aşağıdaki çarpma işlemlerinden hangisinin sonucu bir tam kare sayı değildir?
[A] 12×48
[B] 50×18
[C] 24×54
[D] 75×15",Tam Sayı / Özel Tanımlar_Yorum
257,LGS,2021,Kareköklü ifadeler,Yaklaşık Değer,Yorum,Orta,"Yukarıda, çapı KL doğru parçası olan daire şeklinde bir karton ve eş bölmelere ayrılmış 10 santimetrelik bir cetvel verilmiştir. KL doğru parçası, K noktası 2’ye karşılık gelecek şekilde cetvelin kenarı ile çakıştırıldığında L noktası 6 ile 7 arasında, 7’ye daha yakın bir noktaya karşılık gelmektedir. Buna göre KL doğru parçasının uzunluğu, santimetre cinsinden aşağıdakilerden hangisi olabilir?",2√5,2√6,3√3,4√3,-,B,MEB,bagimli,"[SORU] Yukarıda, çapı KL doğru parçası olan daire şeklinde bir karton ve eş bölmelere ayrılmış 10 santimetrelik bir cetvel verilmiştir. KL doğru parçası, K noktası 2’ye karşılık gelecek şekilde cetvelin kenarı ile çakıştırıldığında L noktası 6 ile 7 arasında, 7’ye daha yakın bir noktaya karşılık gelmektedir. Buna göre KL doğru parçasının uzunluğu, santimetre cinsinden aşağıdakilerden hangisi olabilir?
[A] 2√5
[B] 2√6
[C] 3√3
[D] 4√3
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Yaklaşık Değer_Yorum
374,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,Aşağıda kenar uzunlukları santimetre cinsinden verilen çokgenlerden hangisinin çevresi diğerlerinden farklıdır?,A,B,C,D,,C,Deneme,bagimli,"[SORU] Aşağıda kenar uzunlukları santimetre cinsinden verilen çokgenlerden hangisinin çevresi diğerlerinden farklıdır?
[A] A
[B] B
[C] C
[D] D
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
123,LGS,2022,Kareköklü İfadeler,Problem Çözme,Problem,Zor,"""Aldım verdim"" oyunu. Bora ayakkabı √512, Işıl √450. 11. adımda Işıl kazanıyor. Mesafe dm cinsinden ne olabilir?",51,56,61,66,71,B,MEB,destekleyici,"[SORU] ""Aldım verdim"" oyunu. Bora ayakkabı √512, Işıl √450. 11. adımda Işıl kazanıyor. Mesafe dm cinsinden ne olabilir?
[A] 51
[B] 56
[C] 61
[D] 66
[E] 71",Problem Çözme_Problem
194,LGS,2025,Kareköklü İfadeler,Denklemler,Hesaplama,Zor,√(x + 3 − 4√(x − 1)) = 1 ise x sayısının alabileceği değerler toplamı kaçtır?,2,4,6,8,12,E,Kitap,yok,"[SORU] √(x + 3 − 4√(x − 1)) = 1 ise x sayısının alabileceği değerler toplamı kaçtır?
[A] 2
[B] 4
[C] 6
[D] 8
[E] 12",Denklemler_Hesaplama
217,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Zor,⁴√(2 − √3) · √(√6 + √2) işlemi kaça eşittir?,1,√2,√3,2√3,√6,B,Kitap,yok,"[SORU] ⁴√(2 − √3) · √(√6 + √2) işlemi kaça eşittir?
[A] 1
[B] √2
[C] √3
[D] 2√3
[E] √6",Üslü ve Köklü İfadeler_Hesaplama
647,LGS,2019,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Alanı 75 cm² olan bir karenin bir kenarı kaç cm’dir?,5√3,25,√75,3√5,,A,MEB,yok,"[SORU] Alanı 75 cm² olan bir karenin bir kenarı kaç cm’dir?
[A] 5√3
[B] 25
[C] √75
[D] 3√5",Alan ve Geometri_Yorum
504,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,Aşağıdaki sayılardan hangisi √80 ile toplanırsa toplam √180 olur?,√20,√40,√80,√100,,A,MEB,yok,"[SORU] Aşağıdaki sayılardan hangisi √80 ile toplanırsa toplam √180 olur?
[A] √20
[B] √40
[C] √80
[D] √100",İşlem ve Sadeleştirme_Hesaplama
582,LGS,2025,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Zor,"Robot hareketi. Sisteme girilen köklü sayı en yakın tam sayı kadar hareket ettiriyor. Büyükse sağa, küçükse yukarı. Hangi sayılarla bitişe ulaşır?",√15 ile √10,√15 ile √8,√17 ile √10,√17 ile √8,,D,MEB,bagimli,"[SORU] Robot hareketi. Sisteme girilen köklü sayı en yakın tam sayı kadar hareket ettiriyor. Büyükse sağa, küçükse yukarı. Hangi sayılarla bitişe ulaşır?
[A] √15 ile √10
[B] √15 ile √8
[C] √17 ile √10
[D] √17 ile √8
[GÖRSEL] Bu soru görsele bağlıdır.",Algoritmik / Mantıksal Problemler_Problem
389,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Problem,Orta,"ab iki basamaklı bir doğal sayıdır. √1,ab bir rasyonel sayı olduğuna göre a + b aşağıdakilerden hangisi olamaz?",3,8,12,15,,C,Kitap,yok,"[SORU] ab iki basamaklı bir doğal sayıdır. √1,ab bir rasyonel sayı olduğuna göre a + b aşağıdakilerden hangisi olamaz?
[A] 3
[B] 8
[C] 12
[D] 15",Tam Sayı / Özel Tanımlar_Problem
376,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Alanı 200 m² olan dikdörtgen şeklindeki bir bahçenin kenar uzunluklarının oranı 3/2 olduğuna göre bu bahçenin çevresi kaç metredir?,7√10,14√5,14√10,28√5,,D,Kitap,yok,"[SORU] Alanı 200 m² olan dikdörtgen şeklindeki bir bahçenin kenar uzunluklarının oranı 3/2 olduğuna göre bu bahçenin çevresi kaç metredir?
[A] 7√10
[B] 14√5
[C] 14√10
[D] 28√5",Alan ve Geometri_Problem
347,LGS,2020,Kareköklü İfadeler,Kök Sadeleştirme,Hesaplama,Orta,a ve b doğal sayılardır. √252 = a√b olduğuna göre b’nin alabileceği en küçük değer kaçtır?,2,6,7,14,,C,Kitap,yok,"[SORU] a ve b doğal sayılardır. √252 = a√b olduğuna göre b’nin alabileceği en küçük değer kaçtır?
[A] 2
[B] 6
[C] 7
[D] 14",Kök Sadeleştirme_Hesaplama
324,LGS,2024,Kareköklü Sayılar,Tam Sayı / Özel Tanımlar,Problem,Kolay,"İki farklı çuvalın birinde 135 kg, diğerinde 178 kg pirinç vardır. Ağır olan çuvala en az kaç kg pirinç eklenirse iki çuvaldaki pirinç miktarları tam kare sayı olur?",9,12,18,21,,B,Deneme,yok,"[SORU] İki farklı çuvalın birinde 135 kg, diğerinde 178 kg pirinç vardır. Ağır olan çuvala en az kaç kg pirinç eklenirse iki çuvaldaki pirinç miktarları tam kare sayı olur?
[A] 9
[B] 12
[C] 18
[D] 21",Tam Sayı / Özel Tanımlar_Problem
145,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,√(4 + √(26 - ³√(-1))) işlemi kaça eşittir?,1,2,3,4,12,C,Kitap,yok,"[SORU] √(4 + √(26 - ³√(-1))) işlemi kaça eşittir?
[A] 1
[B] 2
[C] 3
[D] 4
[E] 12",Üslü ve Köklü İfadeler_Hesaplama
276,LGS,2025,Kareköklü ifadeler,Rasyonelleştirme,Hesaplama,Orta,(√10 − √5 + √6 − √3)/(√2 − 1) − 3/√3 işlemi kaça eşittir?,1,√2,√3,2,√5,E,Kitap,yok,"[SORU] (√10 − √5 + √6 − √3)/(√2 − 1) − 3/√3 işlemi kaça eşittir?
[A] 1
[B] √2
[C] √3
[D] 2
[E] √5",Rasyonelleştirme_Hesaplama
385,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,"√0,81 : √0,09 + √0,25 işleminin sonucu kaçtır?","0,32","0,35","3,2","3,5",,C,Kitap,yok,"[SORU] √0,81 : √0,09 + √0,25 işleminin sonucu kaçtır?
[A] 0,32
[B] 0,35
[C] 3,2
[D] 3,5",İşlem ve Sadeleştirme_Hesaplama
30,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,√8 · ⁴√4 / ⁶√2 işleminin sonucu kaçtır?,1,∛2,√2,2√2,4,E,Deneme,yok,"[SORU] √8 · ⁴√4 / ⁶√2 işleminin sonucu kaçtır?
[A] 1
[B] ∛2
[C] √2
[D] 2√2
[E] 4",Üslü ve Köklü İfadeler_Hesaplama
472,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,"Alanı 39 m² olan kare şeklindeki bir bahçenin bir kenar uzunluğu, hangi metreler arasındadır?",4 - 5,5 - 6,6 - 7,7 - 8,,C,MEB,yok,"[SORU] Alanı 39 m² olan kare şeklindeki bir bahçenin bir kenar uzunluğu, hangi metreler arasındadır?
[A] 4 - 5
[B] 5 - 6
[C] 6 - 7
[D] 7 - 8",Alan ve Geometri_Yorum
422,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Kenarlarının uzunlukları 3√6 metre ve 2√3 metre olan dikdörtgen şeklindeki bir bahçenin 1 metrekaresi sulanırken bir yılda √2 metreküp su kullanılmaktadır. Buna göre bu bahçenin tamamını sulamak için bir yılda kaç metreküp su gerekir?,36√2,36,18√6,18,,B,MEB,yok,"[SORU] Kenarlarının uzunlukları 3√6 metre ve 2√3 metre olan dikdörtgen şeklindeki bir bahçenin 1 metrekaresi sulanırken bir yılda √2 metreküp su kullanılmaktadır. Buna göre bu bahçenin tamamını sulamak için bir yılda kaç metreküp su gerekir?
[A] 36√2
[B] 36
[C] 18√6
[D] 18",Alan ve Geometri_Problem
562,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Alanı 0,0625 m² olan 200 taşla havuz çevresi çevriliyor. Taşlar tek sıra. Oluşan dikdörtgen bölgenin çevresi kaç m'dir?",98,100,102,104,,C,MEB,bagimli,"[SORU] Alanı 0,0625 m² olan 200 taşla havuz çevresi çevriliyor. Taşlar tek sıra. Oluşan dikdörtgen bölgenin çevresi kaç m'dir?
[A] 98
[B] 100
[C] 102
[D] 104
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
514,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,(2√5 + 3√5) / (2√5 · √25) işleminin sonucu kaçtır?,√5,3√5/5,1,1/2,,D,MEB,yok,"[SORU] (2√5 + 3√5) / (2√5 · √25) işleminin sonucu kaçtır?
[A] √5
[B] 3√5/5
[C] 1
[D] 1/2",İşlem ve Sadeleştirme_Hesaplama
583,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Kolay,"Yaya geçidi. Tabelada 10 yazıyor. Saniyede 1 m hızla, kırmızıya 2 sn kala geçiyor. Yol uzunluğu ne olabilir?",3√6,4√5,5√3,6√3,,A,MEB,destekleyici,"[SORU] Yaya geçidi. Tabelada 10 yazıyor. Saniyede 1 m hızla, kırmızıya 2 sn kala geçiyor. Yol uzunluğu ne olabilir?
[A] 3√6
[B] 4√5
[C] 5√3
[D] 6√3",Problem Çözme_Problem
